,0
1698,Frzb
1699,Fscn1
1700,Fscn2
1701,Fshb
1702,Fshr
1703,Fst
1704,Fstl1
1705,Fstl4
1706,Fstl5
1707,Fthl17a
1708,Fto
1709,Ftsj1
1710,Fubp1
1711,Fundc1
1712,Furin
1713,Fus
1714,Fut1
1715,Fut4
1716,Fv1
1717,Fxn
1718,Fxr1
1719,Fyn
1720,Fzd1
1721,Fzd10
1722,Fzd2
1723,Fzd3
1724,Fzd4
1725,Fzd5
1726,Fzd6
1727,Fzd7
1728,Fzd8
1729,G3bp1
1730,G6pc
1731,G6pc2
1732,G6pdx
1733,Gaa
1734,Gab1
1735,Gabbr1
1736,Gabbr2
1737,Gabpb1
1738,Gabra1
1739,Gabra2
1740,Gabra5
1741,Gabra6
1742,Gabrb2
1743,Gabrb3
1744,Gabrd
1745,Gabrg1
1746,Gabrg2
1747,Gabrg3
1748,Gabrp
1749,Gabrq
1750,Gabrr2
1751,Gad1
1752,Gad2
1753,Gadd45a
1754,Gak
1755,Gal
1756,Galc
1757,Galnt14
1758,Galnt15
1759,Galnt17
1760,Galnt18
1761,Galntl5
1762,Galp
1763,Galr1
1764,Galr2
1765,Gap43
1766,Gar1
1767,Garem1
1768,Gars
1769,Gart
1770,Gas1
1771,Gas6
1772,Gast
1773,Gata1
1774,Gata2
1775,Gata3
1776,Gata4
1777,Gata5
1778,Gata6
1779,Gatad2b
1780,Gatd3a
1781,Gba
1782,Gba2
1783,Gbf1
1784,Gbp2
1785,Gbp2b
1786,Gbp3
1787,Gbp7
1788,Gbx1
1789,Gbx2
1790,Gcat
1791,Gcg
1792,Gcgr
1793,Gch1
1794,Gck
1795,Gckr
1796,Gcm1
1797,Gcm2
1798,Gcnt3
1799,Gcnt4
1800,Gdap1
1801,Gdf1
1802,Gdf10
1803,Gdf11
1804,Gdf15
1805,Gdf2
1806,Gdf5
1807,Gdf7
1808,Gdf9
1809,Gdnf
1810,Gdpd1
1811,Gdpd2
1812,Gem
1813,Gen1
1814,Gfap
1815,Gfi1
1816,Gfi1b
1817,Gfpt1
1818,Gfpt2
1819,Gfra1
1820,Gfra2
1821,Gfra3
1822,Ggnbp1
1823,Ggnbp2
1824,Ggps1
1825,Gh
1826,Ghr
1827,Ghrh
1828,Ghrhr
1829,Ghrl
1830,Ghsr
1831,Gigyf2
1832,Gimap4
1833,Gip
1834,Gipc1
1835,Gipr
1836,Gja1
1837,Gja3
1838,Gja4
1839,Gja5
1840,Gja8
1841,Gjb1
1842,Gjb2
1843,Gjb6
1844,Gjc1
1845,Gjd2
1846,Gk
1847,Gkn2
1848,Gla
1849,Glb1
1850,Gldc
1851,Gldn
1852,Glg1
1853,Gli1
1854,Gli2
1855,Gli3
1856,Glis3
1857,Glmp
1858,Glo1
1859,Glp1r
1860,Glra1
1861,Glra2
1862,Glra3
1863,Glud1
1864,Glyat
1865,Gm2a
1866,Gmds
1867,Gmfb
1868,Gmnc
1869,Gmnn
1870,Gna11
1871,Gna12
1872,Gna13
1873,Gna14
1874,Gnai1
1875,Gnai2
1876,Gnai3
1877,Gnal
1878,Gnao1
1879,Gnaq
1880,Gnat1
1881,Gnat2
1882,Gnat3
1883,Gnaz
1884,Gnb1
1885,Gnb3
1886,Gng11
1887,Gnrh1
1888,Gnrhr
1889,Golga2
1890,Golga3
1891,Golga5
1892,Gopc
1893,Gorasp1
1894,Gosr1
1895,Got2
1896,Gpa33
1897,Gpam
1898,Gpat2
1899,Gpbar1
1900,Gpc3
1901,Gpc4
1902,Gpc6
1903,Gpd1
1904,Gper1
1905,Gphn
1906,Gpi1
1907,Gpm6a
1908,Gpnmb
1909,Gpr101
1910,Gpr107
1911,Gpr139
1912,Gpr141b
1913,Gpr143
1914,Gpr149
1915,Gpr17
1916,Gpr183
1917,Gpr20
1918,Gpr22
1919,Gpr26
1920,Gpr34
1921,Gpr35
1922,Gpr37l1
1923,Gpr39
1924,Gpr4
1925,Gpr50
1926,Gpr6
1927,Gpr65
1928,Gpr83
1929,Gpr84
1930,Gpr88
1931,Gprc5b
1932,Gprc6a
1933,Gps1
1934,Gpsm1
1935,Gpsm2
1936,Gpt2
1937,Gpx2
1938,Gpx5
1939,Gramd1a
1940,Gramd1b
1941,Grb10
1942,Grb2
1943,Grb7
1944,Greb1
1945,Grem1
1946,Grhl2
1947,Grhl3
1948,Gria1
1949,Gria2
1950,Gria3
1951,Gria4
1952,Grid1
1953,Grid2
1954,Grifin
1955,Grik1
1956,Grik2
1957,Grik3
1958,Grik4
1959,Grin1
1960,Grin2a
1961,Grin2b
1962,Grin2c
1963,Grin2d
1964,Grk2
1965,Grk3
1966,Grk5
1967,Grm1
1968,Grm2
1969,Grm3
1970,Grm4
1971,Grm6
1972,Grm8
1973,Grn
1974,Grp
1975,Grpel1
1976,Grpr
1977,Grxcr1
1978,Grxcr2
1979,Gsc
1980,Gsc2
1981,Gsdma3
1982,Gsdmd
1983,Gsdme
1984,Gsk3a
1985,Gsk3b
1986,Gsta1
1987,Gstk1
1988,Gstp1
1989,Gsx1
1990,Gsx2
1991,Gtf2a1
1992,Gtf2a2
1993,Gtf2b
1994,Gtf2e1
1995,Gtf2e2
1996,Gtf2h1
1997,Gtf2i
1998,Gtpbp2
1999,Gtse1
2000,Gucy1a1
2001,Gucy2e
2002,Gucy2f
2003,Gusb
2004,Gyg
2005,Gys2
2006,Gzma
2007,Gzmb
2008,Gzmk
2009,H19
2010,H1foo
2011,H2-Aa
2012,H2-Ab1
2013,H2-D1
2014,H2-DMa
2015,H2-DMb2
2016,H2-Eb1
2017,H2-K1
2018,H2-T23
2019,H2afv
2020,H2afx
2021,H2afy
2022,H2afz
2023,Hace1
2024,Hacl1
2025,Hadh
2026,Hadhb
2027,Hal
2028,Hamp
2029,Hand1
2030,Hand2
2031,Hao1
2032,Hap1
2033,Hapln1
2034,Has2
2035,Haspin
2036,Hat1
2037,Havcr1
2038,Havcr2
2039,Hba-x
2040,Hbegf
2041,Hc
2042,Hcar2
2043,Hcfc1
2044,Hck
2045,Hcn1
2046,Hcn2
2047,Hcn3
2048,Hcn4
2049,Hcrt
2050,Hcrtr1
2051,Hcrtr2
2052,Hdac1
2053,Hdac2
2054,Hdac3
2055,Hdac4
2056,Hdac5
2057,Hdac6
2058,Hdac8
2059,Hdac9
2060,Hdc
2061,Hdgfl2
2062,Hecw2
2063,Hells
2064,Herc6
2065,Hes1
2066,Hes2
2067,Hes5
2068,Hes6
2069,Hesx1
2070,Hexa
2071,Hexb
2072,Hey1
2073,Hey2
2074,Heyl
2075,Hfe
2076,Hfm1
2077,Hgf
2078,Hgs
2079,Hhex
2080,Hibadh
2081,Hic1
2082,Hif1a
2083,Hif1an
2084,Hif3a
2085,Hikeshi
2086,Hip1r
2087,Hipk2
2088,Hira
2089,Hist1h2ba
2090,Hist1h2bc
2091,Hist1h4h
2092,Hist2h2bb
2093,Hist2h2be
2094,Hivep2
2095,Hjv
2096,Hk1
2097,Hk2
2098,Hkdc1
2099,Hlf
2100,Hmcn1
2101,Hmcn2
2102,Hmga1
2103,Hmga1b
2104,Hmga2
2105,Hmgcr
2106,Hmox1
2107,Hmx2
2108,Hmx3
2109,Hnf1a
2110,Hnf1b
2111,Hnf4a
2112,Hnrnpa1
2113,Hnrnpdl
2114,Hnrnph1
2115,Hnrnpk
2116,Hnrnpm
2117,Homer1
2118,Homer3
2119,Hopx
2120,Hoxa1
2121,Hoxa10
2122,Hoxa11
2123,Hoxa13
2124,Hoxa2
2125,Hoxa3
2126,Hoxa4
2127,Hoxa5
2128,Hoxa7
2129,Hoxa9
2130,Hoxb1
2131,Hoxb13
2132,Hoxb2
2133,Hoxb3
2134,Hoxb4
2135,Hoxb5
2136,Hoxb6
2137,Hoxb7
2138,Hoxb8
2139,Hoxb9
2140,Hoxc10
2141,Hoxc11
2142,Hoxc12
2143,Hoxc5
2144,Hoxc6
2145,Hoxc8
2146,Hoxd1
2147,Hoxd10
2148,Hoxd11
2149,Hoxd12
2150,Hoxd13
2151,Hoxd3
2152,Hoxd4
2153,Hoxd9
2154,Hpcal4
2155,Hpd
2156,Hpgds
2157,Hprt
2158,Hps4
2159,Hps5
2160,Hps6
2161,Hpse
2162,Hpse2
2163,Hr
2164,Hras
2165,Hrg
2166,Hrh1
2167,Hrh3
2168,Hs3st2
2169,Hsd17b3
2170,Hsd17b4
2171,Hsd17b7
2172,Hsf1
2173,Hsf2
2174,Hspa1a
2175,Hspa1b
2176,Hspa5
2177,Hspa9
2178,Hspb2
2179,Hspb3
2180,Hspd1
2181,Hspg2
2182,Hsph1
2183,Htr1a
2184,Htr1b
2185,Htr1d
2186,Htr1f
2187,Htr2a
2188,Htr2b
2189,Htr2c
2190,Htr3a
2191,Htr3b
2192,Htr4
2193,Htr7
2194,Htra2
2195,Htt
2196,Huwe1
2197,Ibsp
2198,Icam1
2199,Ick
2200,Icos
2201,Icosl
2202,Id1
2203,Id2
2204,Id4
2205,Idh1
2206,Idh2
2207,Idi1
2208,Ido1
2209,Ido2
2210,Idua
2211,Ifi204
2212,Ifi208
2213,Ifi209
2214,Ifi27
2215,Ifi44
2216,Ifih1
2217,Ifit1
2218,Ifit3
2219,Ifnar1
2220,Ifnar2
2221,Ifnb1
2222,Ifng
2223,Ifngr1
2224,Ifngr2
2225,Ifnlr1
2226,Ift122
2227,Ift27
2228,Ift88
2229,Igdcc4
2230,Igf1
2231,Igf1r
2232,Igf2
2233,Igf2bp1
2234,Igf2r
2235,Igfbp1
2236,Igfbp2
2237,Igfbp3
2238,Igfn1
2239,Igha
2240,Ighd
2241,Ighm
2242,Igkc
2243,Igll1
2244,Igsf11
2245,Igsf21
2246,Igsf5
2247,Igsf8
2248,Igsf9b
2249,Igtp
2250,Ihh
2251,Ikbkb
2252,Ikbkg
2253,Ikzf1
2254,Ikzf2
2255,Il10
2256,Il10ra
2257,Il11
2258,Il11ra1
2259,Il12a
2260,Il12b
2261,Il12rb1
2262,Il12rb2
2263,Il13
2264,Il13ra1
2265,Il13ra2
2266,Il15
2267,Il15ra
2268,Il17a
2269,Il17f
2270,Il17ra
2271,Il17rb
2272,Il17rc
2273,Il18
2274,Il18r1
2275,Il18rap
2276,Il1a
2277,Il1f10
2278,Il1f5
2279,Il1r1
2280,Il1rap
2281,Il1rapl2
2282,Il1rl1
2283,Il1rn
2284,Il2
2285,Il21
2286,Il21r
2287,Il22
2288,Il22ra1
2289,Il22ra2
2290,Il23a
2291,Il23r
2292,Il25
2293,Il27
2294,Il27ra
2295,Il2ra
2296,Il2rb
2297,Il2rg
2298,Il3
2299,Il31
2300,Il33
2301,Il34
2302,Il3ra
2303,Il4
2304,Il4ra
2305,Il5
2306,Il5ra
2307,Il6ra
2308,Il6st
2309,Il7
2310,Il7r
2311,Il9
2312,Ilf2
2313,Ilk
2314,Ilkap
2315,Immt
2316,Impact
2317,Impad1
2318,Ina
2319,Ing3
2320,Inha
2321,Inhba
2322,Inhbb
2323,Inka2
2324,Ino80d
2325,Inpp1
2326,Inpp4b
2327,Inpp5b
2328,Inpp5d
2329,Inpp5e
2330,Ins1
2331,Insm1
2332,Insr
2333,Insrr
2334,Ints11
2335,Ints4
2336,Invs
2337,Ipmk
2338,Ipo9
2339,Iqgap1
2340,Iqgap2
2341,Iqgap3
2342,Irak1
2343,Irak2
2344,Irak3
2345,Ireb2
2346,Irf1
2347,Irf3
2348,Irf4
2349,Irf5
2350,Irf7
2351,Irf8
2352,Irf9
2353,Irgm1
2354,Irgm2
2355,Irs1
2356,Irs2
2357,Irx2
2358,Irx3
2359,Irx4
2360,Irx5
2361,Irx6
2362,Isca1
2363,Isg15
2364,Isg20
2365,Isl1
2366,Isl2
2367,Itch
2368,Itga1
2369,Itga11
2370,Itga2
2371,Itga2b
2372,Itga3
2373,Itga4
2374,Itga5
2375,Itga6
2376,Itga7
2377,Itga8
2378,Itga9
2379,Itgae
2380,Itgal
2381,Itgam
2382,Itgav
2383,Itgax
2384,Itgb1
2385,Itgb2
2386,Itgb3
2387,Itgb4
2388,Itgb5
2389,Itgb6
2390,Itgb7
2391,Itgb8
2392,Itih5
2393,Itk
2394,Itln1
2395,Itpa
2396,Itpkb
2397,Itpr1
2398,Itpr2
2399,Itpr3
2400,Itsn1
2401,Itsn2
2402,Ivd
2403,Izumo1r
2404,Jade1
2405,Jade2
2406,Jade3
2407,Jag1
2408,Jag2
2409,Jak1
2410,Jak2
2411,Jak3
2412,Jam2
2413,Jam3
2414,Jaml
2415,Jarid2
2416,Jazf1
2417,Jchain
2418,Jmjd6
2419,Jph2
2420,Jpt1
2421,Jun
2422,Jup
2423,Kansl2
2424,Kat14
2425,Kat2a
2426,Kat2b
2427,Kat5
2428,Kat6a
2429,Kat6b
2430,Kat8
2431,Katna1
2432,Katnal2
2433,Kcna10
2434,Kcna4
2435,Kcnab2
2436,Kcnab3
2437,Kcnc1
2438,Kcnc2
2439,Kcnc4
2440,Kcnf1
2441,Kcng1
2442,Kcng2
2443,Kcnh1
2444,Kcnh2
2445,Kcnh5
2446,Kcnh8
2447,Kcnip3
2448,Kcnj10
2449,Kcnj11
2450,Kcnj2
2451,Kcnj3
2452,Kcnj5
2453,Kcnj6
2454,Kcnj8
2455,Kcnj9
2456,Kcnk10
2457,Kcnk18
2458,Kcnk2
2459,Kcnk5
2460,Kcnma1
2461,Kcnmb2
2462,Kcnn2
2463,Kcnn4
2464,Kcnq1
2465,Kcnq3
2466,Kcns2
2467,Kcns3
2468,Kcnt2
2469,Kctd15
2470,Kdf1
2471,Kdm1a
2472,Kdm1b
2473,Kdm2a
2474,Kdm2b
2475,Kdm4a
2476,Kdm4b
2477,Kdm4c
2478,Kdm5a
2479,Kdm5b
2480,Kdm5c
2481,Kdm6a
2482,Kdm6b
2483,Kdm7a
2484,Kdm8
2485,Kdr
2486,Keap1
2487,Khdrbs1
2488,Khdrbs2
2489,Khsrp
2490,Kif19a
2491,Kif1b
2492,Kif1c
2493,Kif20a
2494,Kif20b
2495,Kif21b
2496,Kif24
2497,Kif2b
2498,Kif2c
2499,Kif3a
2500,Kif3b
2501,Kif4
2502,Kif5a
2503,Kif5b
2504,Kif5c
2505,Kifap3
2506,Kirrel
2507,Kiss1
2508,Kiss1r
2509,Kit
2510,Kitl
2511,Kl
2512,Klb
2513,Klc1
2514,Klc2
2515,Klc3
2516,Klf1
2517,Klf10
2518,Klf11
2519,Klf12
2520,Klf15
2521,Klf17
2522,Klf4
2523,Klf5
2524,Klhl18
2525,Klhl21
2526,Klhl22
2527,Klhl3
2528,Klhl36
2529,Klhl41
2530,Klk1b4
2531,Klk5
2532,Klk6
2533,Klk8
2534,Klra8
2535,Klrb1
2536,Klrb1c
2537,Klrc1
2538,Klrd1
2539,Klrg1
2540,Klrk1
2541,Kmt2a
2542,Kmt2b
2543,Kmt2c
2544,Kmt2d
2545,Kmt2e
2546,Kmt5b
2547,Kmt5c
2548,Kndc1
2549,Knl1
2550,Knstrn
2551,Kpna2
2552,Kpnb1
2553,Kras
2554,Kremen1
2555,Kremen2
2556,Krit1
2557,Krt2
2558,Krt20
2559,Krt28
2560,Krt40
2561,Krt71
2562,Krt76
2563,Krt78
2564,Krt79
2565,Krt82
2566,Ksr2
2567,Kyat1
2568,L1cam
2569,L3hypdh
2570,L3mbtl2
2571,Lacc1
2572,Lag3
2573,Lama1
2574,Lama2
2575,Lama3
2576,Lama4
2577,Lama5
2578,Lamb1
2579,Lamb2
2580,Lamb3
2581,Lamc1
2582,Lamp1
2583,Lamp2
2584,Lamp3
2585,Lamp5
2586,Lamtor1
2587,Lamtor2
2588,Lamtor3
2589,Lamtor4
2590,Lamtor5
2591,Lancl2
2592,Laptm4b
2593,Large1
2594,Large2
2595,Lasp1
2596,Lat
2597,Lats1
2598,Lats2
2599,Lbh
2600,Lbr
2601,Lbx1
2602,Lck
2603,Lcp2
2604,Ldah
2605,Ldb1
2606,Ldb2
2607,Ldha
2608,Ldhb
2609,Ldlr
2610,Ldlrad4
2611,Lect2
2612,Lef1
2613,Lefty1
2614,Lefty2
2615,Leo1
2616,Lep
2617,Lepr
2618,Leprot
2619,Letmd1
2620,Lfng
2621,Lgals1
2622,Lgals9
2623,Lgi3
2624,Lgr4
2625,Lgr5
2626,Lgr6
2627,Lhb
2628,Lhcgr
2629,Lhfpl5
2630,Lhx1
2631,Lhx2
2632,Lhx3
2633,Lhx4
2634,Lhx5
2635,Lhx6
2636,Lhx8
2637,Lhx9
2638,Lif
2639,Lifr
2640,Lig4
2641,Lilra5
2642,Lima1
2643,Limd1
2644,Limk1
2645,Limk2
2646,Lin28a
2647,Lin28b
2648,Lin7c
2649,Lingo1
2650,Lipe
2651,Lipg
2652,Lipm
2653,Litaf
2654,Llgl2
2655,Lmna
2656,Lmnb1
2657,Lmnb2
2658,Lmo2
2659,Lmo4
2660,Lmx1a
2661,Lmx1b
2662,Lnpk
2663,Lox
2664,Loxl1
2665,Lpar1
2666,Lpar2
2667,Lpar5
2668,Lpar6
2669,Lpin1
2670,Lpin2
2671,Lpin3
2672,Lpl
2673,Lpp
2674,Lratd2
2675,Lrig1
2676,Lrp1
2677,Lrp12
2678,Lrp2
2679,Lrp5
2680,Lrp6
2681,Lrp8
2682,Lrpprc
2683,Lrrc15
2684,Lrrc52
2685,Lrrc6
2686,Lrrk1
2687,Lrrk2
2688,Lrrtm1
2689,Lrrtm3
2690,Lsm14a
2691,Lsr
2692,Lss
2693,Lta
2694,Lta4h
2695,Ltb4r1
2696,Ltbp1
2697,Ltbr
2698,Luc7l3
2699,Lum
2700,Lurap1
2701,Luzp2
2702,Lvrn
2703,Ly6g
2704,Ly6g5b
2705,Ly6g6d
2706,Ly6g6e
2707,Ly6h
2708,Ly6i
2709,Ly6k
2710,Ly6m
2711,Ly75
2712,Ly86
2713,Ly96
2714,Lyar
2715,Lyg1
2716,Lyn
2717,Lypd1
2718,Lypd6
2719,Lypd6b
2720,Lyplal1
2721,Lyst
2722,Lyve1
2723,Lyzl6
2724,Lztr1
2725,Mad1l1
2726,Mad2l1
2727,Mad2l2
2728,Madcam1
2729,Mael
2730,Maf
2731,Maf1
2732,Mafa
2733,Mafb
2734,Maff
2735,Mafk
2736,Mag
2737,Mageb4
2738,Magoh
2739,Maip1
2740,Mal
2741,Malt1
2742,Maml1
2743,Man2b2
2744,Maoa
2745,Maob
2746,Map1b
2747,Map1lc3a
2748,Map2
2749,Map2k1
2750,Map2k2
2751,Map2k3
2752,Map2k4
2753,Map2k5
2754,Map3k1
2755,Map3k11
2756,Map3k14
2757,Map3k15
2758,Map3k5
2759,Map3k7
2760,Map3k8
2761,Map4
2762,Map4k4
2763,Map6
2764,Map7
2765,Map9
2766,Mapk1
2767,Mapk10
2768,Mapk11
2769,Mapk14
2770,Mapk3
2771,Mapk7
2772,Mapk8
2773,Mapk8ip1
2774,Mapk8ip2
2775,Mapk9
2776,Mapkap1
2777,Mapkapk2
2778,Mapre1
2779,Mapre2
2780,Mapt
2781,March2
2782,March5
2783,Marcks
2784,Marcksl1
2785,Marco
2786,Mark2
2787,Mark3
2788,Marveld2
2789,Mas1
2790,Mast2
2791,Mast3
2792,Matn1
2793,Mavs
2794,Max
2795,Maz
2796,Mbd2
2797,Mbd3
2798,Mbd5
2799,Mbl1
2800,Mbl2
2801,Mbnl1
2802,Mboat1
2803,Mboat7
2804,Mbp
2805,Mbtd1
2806,Mc1r
2807,Mc3r
2808,Mc4r
2809,Mc5r
2810,Mcam
2811,Mcl1
2812,Mcm2
2813,Mcph1
2814,Mctp2
2815,Mcu
2816,Mcub
2817,Mcur1
2818,Mdk
2819,Mdm2
2820,Mdm4
2821,Mdp1
2822,Me1
2823,Meaf6
2824,Mecom
2825,Mecp2
2826,Med1
2827,Med12
2828,Med14
2829,Med15
2830,Med21
2831,Med24
2832,Med6
2833,Medag
2834,Mef2a
2835,Mef2c
2836,Mef2d
2837,Meg3
2838,Megf11
2839,Mei4
2840,Meiob
2841,Meis1
2842,Meis2
2843,Meis3
2844,Memo1
2845,Men1
2846,Meox1
2847,Meox2
2848,Mep1a
2849,Mep1b
2850,Mepe
2851,Mertk
2852,Mesp1
2853,Mesp2
2854,Mest
2855,Met
2856,Metrnl
2857,Mettl14
2858,Mettl21c
2859,Mettl3
2860,Mettl7b
2861,Mfap5
2862,Mfn1
2863,Mfn2
2864,Mfrp
2865,Mfsd2a
2866,Mfsd2b
2867,Mgst3
2868,Mia
2869,Mia2
2870,Mib1
2871,Micu1
2872,Micu2
2873,Miga1
2874,Miga2
2875,Minar2
2876,Mindy1
2877,Mip
2878,Misp
2879,Mitf
2880,Mixl1
2881,Mki67
2882,Mkks
2883,Mkln1
2884,Mknk1
2885,Mknk2
2886,Mkx
2887,Mlc1
2888,Mlec
2889,Mlf1
2890,Mlh1
2891,Mlkl
2892,Mllt10
2893,Mllt6
2894,Mlph
2895,Mlst8
2896,Mlx
2897,Mlxipl
2898,Mlycd
2899,Mmd2
2900,Mme
2901,Mmp12
2902,Mmp13
2903,Mmp14
2904,Mmp15
2905,Mmp16
2906,Mmp2
2907,Mmp25
2908,Mmp28
2909,Mmp3
2910,Mmp7
2911,Mmp9
2912,Mmrn1
2913,Mms19
2914,Mmut
2915,Mnx1
2916,Mob2
2917,Mog
2918,Mos
2919,Mov10l1
2920,Moxd1
2921,Mpc1
2922,Mpc2
2923,Mpi
2924,Mpl
2925,Mplkip
2926,Mpp2
2927,Mpp3
2928,Mprip
2929,Mpzl1
2930,Mrc1
2931,Mre11a
2932,Mrgprf
2933,Mrm3
2934,Mrnip
2935,Mrtfa
2936,Ms4a1
2937,Ms4a2
2938,Ms4a7
2939,Msh2
2940,Msi1
2941,Msln
2942,Msmo1
2943,Msn
2944,Msr1
2945,Msra
2946,Msrb1
2947,Mst1
2948,Mst1r
2949,Mstn
2950,Msx1
2951,Msx2
2952,Mt1
2953,Mt2
2954,Mta1
2955,Mta2
2956,Mta3
2957,Mtch1
2958,Mtch2
2959,Mtcl1
2960,Mtf1
2961,Mtf2
2962,Mtfp1
2963,Mthfr
2964,Mtif2
2965,Mtmr12
2966,Mtnr1a
2967,Mtnr1b
2968,Mtor
2969,Mtrex
2970,Mttp
2971,Mturn
2972,Mtus1
2973,Mtx1
2974,Muc1
2975,Muc2
2976,Muc20
2977,Muc5ac
2978,Mus81
2979,Musk
2980,Mxd1
2981,Mxd4
2982,Myb
2983,Mybbp1a
2984,Mybl2
2985,Mybpc3
2986,Mybph
2987,Myc
2988,Mycbp2
2989,Mycl
2990,Mycn
2991,Myd88
2992,Myf5
2993,Myf6
2994,Myh1
2995,Myh10
2996,Myh11
2997,Myh2
2998,Myh3
2999,Myh4
3000,Myh7
3001,Myh8
3002,Myh9
3003,Myl2
3004,Mylk
3005,Mymk
3006,Myo10
3007,Myo16
3008,Myo18a
3009,Myo1c
3010,Myo1d
3011,Myo1e
3012,Myo5a
3013,Myo6
3014,Myo7a
3015,Myo9a
3016,Myocd
3017,Myod1
3018,Myog
3019,Myrf
3020,Myt1
3021,Mzb1
3022,Naa15
3023,Naaa
3024,Nadk2
3025,Nae1
3026,Nagk
3027,Naip1
3028,Naip5
3029,Nampt
3030,Nanog
3031,Nat1
3032,Nbn
3033,Nbr1
3034,Ncam1
3035,Ncam2
3036,Ncan
3037,Ncaph
3038,Ncbp2
3039,Ncf1
3040,Ncf4
3041,Nck1
3042,Ncl
3043,Ncoa1
3044,Ncoa2
3045,Ncoa3
3046,Ncor1
3047,Ncor2
3048,Ncr1
3049,Ncstn
3050,Ndc1
3051,Ndc80
3052,Nde1
3053,Ndel1
3054,Ndn
3055,Ndor1
3056,Ndrg2
3057,Ndrg4
3058,Ndst1
3059,Ndst2
3060,Ndst3
3061,Ndufa12
3062,Ndufa9
3063,Ndufaf6
3064,Ndufs1
3065,Ndufs4
3066,Ndufv2
3067,Neat1
3068,Nectin2
3069,Nectin3
3070,Nedd4
3071,Nedd4l
3072,Nefh
3073,Nefl
3074,Nefm
3075,Neil1
3076,Nek2
3077,Nek7
3078,Nelfb
3079,Nelfe
3080,Nell1
3081,Neo1
3082,Nes
3083,Neu1
3084,Neurod1
3085,Neurod2
3086,Neurod4
3087,Neurod6
3088,Neurog1
3089,Neurog2
3090,Neurog3
3091,Nf1
3092,Nf2
3093,Nfat5
3094,Nfatc1
3095,Nfatc2
3096,Nfatc3
3097,Nfe2
3098,Nfe2l1
3099,Nfe2l2
3100,Nfia
3101,Nfib
3102,Nfil3
3103,Nfix
3104,Nfkb1
3105,Nfkb2
3106,Nfkbib
3107,Nfkbie
3108,Nfu1
3109,Nfya
3110,Nfyc
3111,Ngb
3112,Ngf
3113,Ngfr
3114,Nhlh1
3115,Nhlh2
3116,Nhsl1
3117,Nid1
3118,Nid2
3119,Ninj2
3120,Ninl
3121,Nipbl
3122,Nipsnap2
3123,Nkain1
3124,Nkain3
3125,Nkd2
3126,Nkx2-1
3127,Nkx2-2
3128,Nkx2-5
3129,Nkx3-1
3130,Nkx3-2
3131,Nkx6-1
3132,Nkx6-2
3133,Nlgn2
3134,Nlgn3
3135,Nlk
3136,Nlrc4
3137,Nlrc5
3138,Nlrp12
3139,Nlrp3
3140,Nlrp4e
3141,Nlrp4f
3142,Nlrp6
3143,Nlrp9b
3144,Nmb
3145,Nme5
3146,Nmrk1
3147,Nmt1
3148,Nmu
3149,Nmur1
3150,Nobox
3151,Noct
3152,Nod1
3153,Nod2
3154,Nodal
3155,Nog
3156,Nos1ap
3157,Nos2
3158,Nos3
3159,Nosip
3160,Notch1
3161,Notch2
3162,Notch3
3163,Notch4
3164,Noto
3165,Nova2
3166,Nox1
3167,Nox3
3168,Nox4
3169,Noxo1
3170,Npas1
3171,Npas2
3172,Npas4
3173,Npbwr1
3174,Npc1
3175,Npc1l1
3176,Npepps
3177,Npffr2
3178,Nphs1
3179,Nphs2
3180,Nploc4
3181,Nppa
3182,Nppb
3183,Npr1
3184,Npsr1
3185,Nptx2
3186,Nptxr
3187,Npy1r
3188,Npy2r
3189,Npy4r
3190,Nqo1
3191,Nr0b1
3192,Nr0b2
3193,Nr1d1
3194,Nr1h2
3195,Nr1h3
3196,Nr1h4
3197,Nr1i2
3198,Nr1i3
3199,Nr2c2
3200,Nr2e1
3201,Nr2e3
3202,Nr2f1
3203,Nr2f2
3204,Nr3c1
3205,Nr3c2
3206,Nr4a1
3207,Nr4a2
3208,Nr4a3
3209,Nr5a1
3210,Nr5a2
3211,Nr6a1
3212,Nrarp
3213,Nras
3214,Nrcam
3215,Nrep
3216,Nrf1
3217,Nrg1
3218,Nrip1
3219,Nrip3
3220,Nrl
3221,Nrn1
3222,Nrp1
3223,Nrp2
3224,Nsf
3225,Nsmce3
3226,Nsmf
3227,Nsun2
3228,Nt5c1b
3229,Nt5e
3230,Ntf3
3231,Ntf5
3232,Nthl1
3233,Ntmt1
3234,Ntn1
3235,Ntn4
3236,Ntng1
3237,Ntng2
3238,Ntrk1
3239,Ntrk2
3240,Ntrk3
3241,Nts
3242,Ntsr1
3243,Ntsr2
3244,Nuak2
3245,Nubpl
3246,Numb
3247,Nup155
3248,Nup205
3249,Nup62
3250,Nup98
3251,Nxn
3252,Nxph2
3253,Nxph4
3254,Nyap1
3255,Nyap2
3256,Oasl2
3257,Oc90
3258,Oca2
3259,Ocln
3260,Ocstamp
3261,Odam
3262,Odc1
3263,Odf2
3264,Odr4
3265,Ofd1
3266,Ogdh
3267,Ogg1
3268,Ogn
3269,Ogt
3270,Olfm3
3271,Olfml3
3272,Olfr17
3273,Olig1
3274,Olig2
3275,Olig3
3276,Olr1
3277,Omp
3278,Onecut1
3279,Onecut2
3280,Onecut3
3281,Opa1
3282,Opalin
3283,Opn1mw
3284,Opn1sw
3285,Opn3
3286,Opn4
3287,Oprd1
3288,Oprk1
3289,Oprl1
