,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
Oligodendrocyte Precursor Cells,0.012725407,0.0114597585,0.868,0.132,0.132,0.132,False,Abca1
Neurons,0.010319656,0.01382474,0.77,0.23,0.23,0.181,False,Abca1
Oligodendrocytes,0.006599398,0.010245911,0.743,0.257,0.257,0.20633333333333334,False,Abca1
Neural Stem Cells,0.011027019,0.02132806,0.694,0.306,0.306,0.23125,False,Abca1
Microglia,0.0076885903,0.018307744,0.662,0.338,0.338,0.25260000000000005,False,Abca1
Myocytes,-0.0073279054,0.018727448,0.339,0.661,0.339,0.267,False,Abca1
Excitatory Neurons,0.005103612,0.012447922,0.654,0.346,0.346,0.2782857142857143,False,Abca1
Astrocytes,0.0046757273,0.016469609,0.637,0.363,0.363,0.288875,False,Abca1
Endothelial Cells,-0.008093562,0.030972362,0.4,0.6,0.4,0.3012222222222222,False,Abca1
Medium Spiny Neurons,0.0019990345,0.0095849475,0.598,0.402,0.402,0.3113,False,Abca1
Endocrine Cells,0.003014755,0.027851105,0.544,0.456,0.456,0.32445454545454544,False,Abca1
GABAergic Neurons,-0.0006196026,0.019498877,0.505,0.495,0.495,0.33866666666666667,False,Abca1
Oligodendrocyte Precursor Cells,0.0132762585,0.011311294,0.883,0.117,0.117,0.117,False,Abcb1a
Neurons,0.010263061,0.01380179,0.77,0.23,0.23,0.17350000000000002,False,Abcb1a
Endothelial Cells,-0.016088217,0.029660044,0.293,0.707,0.293,0.21333333333333335,False,Abcb1a
Excitatory Neurons,0.0053121317,0.01244035,0.658,0.342,0.342,0.2455,False,Abcb1a
Astrocytes,0.005397803,0.01626364,0.648,0.352,0.352,0.26680000000000004,False,Abcb1a
Medium Spiny Neurons,0.0029080037,0.009540428,0.635,0.365,0.365,0.2831666666666667,False,Abcb1a
Endocrine Cells,0.0064065256,0.02781681,0.599,0.401,0.401,0.3,False,Abcb1a
Myocytes,0.0014679694,0.018771905,0.545,0.455,0.455,0.319375,False,Abcb1a
Microglia,-0.0012905776,0.01808639,0.462,0.538,0.462,0.33522222222222225,False,Abcb1a
Oligodendrocytes,-0.00057319354,0.010348085,0.487,0.513,0.487,0.35040000000000004,False,Abcb1a
Neural Stem Cells,0.00066806306,0.021554573,0.511,0.489,0.489,0.36300000000000004,False,Abcb1a
GABAergic Neurons,-0.00070288335,0.019488333,0.505,0.495,0.495,0.37400000000000005,False,Abcb1a
Oligodendrocyte Precursor Cells,0.012424074,0.011427331,0.859,0.141,0.141,0.141,False,Abcg2
Neurons,0.01011119,0.013799306,0.768,0.232,0.232,0.1865,False,Abcg2
Myocytes,-0.009028384,0.018732179,0.315,0.685,0.315,0.2293333333333333,False,Abcg2
Excitatory Neurons,0.0050570997,0.012464046,0.654,0.346,0.346,0.25849999999999995,False,Abcg2
Astrocytes,0.004807404,0.016241327,0.641,0.359,0.359,0.27859999999999996,False,Abcg2
Medium Spiny Neurons,0.0019219557,0.009545263,0.595,0.405,0.405,0.29966666666666664,False,Abcg2
Endocrine Cells,-0.005205092,0.027787043,0.428,0.572,0.428,0.318,False,Abcg2
Neural Stem Cells,0.0028816024,0.021547351,0.555,0.445,0.445,0.333875,False,Abcg2
Endothelial Cells,-0.0035302048,0.030267263,0.458,0.542,0.458,0.3476666666666667,False,Abcg2
Microglia,-0.00027858734,0.018132335,0.484,0.516,0.484,0.3613,False,Abcg2
Oligodendrocytes,-0.00061760255,0.010345721,0.487,0.513,0.487,0.3727272727272727,False,Abcg2
GABAergic Neurons,-0.0012424677,0.019496607,0.496,0.504,0.496,0.383,False,Abcg2
Oligodendrocyte Precursor Cells,0.013585584,0.011299393,0.888,0.112,0.112,0.112,False,Acaa2
Myocytes,-0.0139962025,0.018895809,0.233,0.767,0.233,0.17250000000000001,False,Acaa2
Neurons,0.008999893,0.0137816705,0.741,0.259,0.259,0.20133333333333336,False,Acaa2
Endocrine Cells,0.011259256,0.027968356,0.662,0.338,0.338,0.23550000000000004,False,Acaa2
Excitatory Neurons,0.004676278,0.012478695,0.644,0.356,0.356,0.2596,False,Acaa2
Neural Stem Cells,-0.005315466,0.021296926,0.393,0.607,0.393,0.2818333333333333,False,Acaa2
Astrocytes,0.0026812928,0.016447656,0.586,0.414,0.414,0.3007142857142857,False,Acaa2
Endothelial Cells,-0.0064802626,0.030699007,0.418,0.582,0.418,0.315375,False,Acaa2
Microglia,-0.00083285745,0.018118257,0.468,0.532,0.468,0.33233333333333337,False,Acaa2
Oligodendrocytes,-0.0007740939,0.010321135,0.48,0.52,0.48,0.3471,False,Acaa2
GABAergic Neurons,-0.0016302224,0.019545102,0.491,0.509,0.491,0.3601818181818182,False,Acaa2
Medium Spiny Neurons,-0.00045508752,0.009557035,0.495,0.505,0.495,0.3714166666666667,False,Acaa2
Oligodendrocyte Precursor Cells,0.014636352,0.011455016,0.9,0.1,0.1,0.1,False,Acss1
